wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/212.wav,187,greater support is also in store for wives who former spouses default on maintenance payments,greatest a port is also in stall for wives whose former fouses defall on maintainings payments,4,3,12,93,0.7956989247311828
singlish-test/213.wav,145,i thought shes a more neutral party even though she is friend with x x,i thought she's a more neutural party even though she's friend with ax ax,4,1,1,70,0.9142857142857143
singlish-test/214.wav,178,resale prices for housing board flats recorded the slightest of falls last month,resup prises for housingboard bleds recotded the slightest of fall's last month,1,2,7,80,0.875
singlish-test/215.wav,87,but i know who to call when i need help,but i know who to call when i need help,0,0,0,39,1.0
singlish-test/216.wav,185,police officers were seen patrolling areas near foreign worker dormitories throughout the all day,for thise officers were sin patrolling eriousny for rein workerdomitries throughout the order,6,10,12,97,0.711340206185567
singlish-test/217.wav,198,that was the highest coupon for the company and for real estate bonds with similar maturities,that was the highest coup on for the company and fourial estet bones with simiral forterses,2,4,10,93,0.8279569892473119
singlish-test/218.wav,131,after climbing three storey she enter through a back door,after climbing three story she enswered through a bag door,3,2,2,57,0.8771929824561403
singlish-test/219.wav,137,its very similar to the results we saw last quarter,it's very similar to the results we saw last quarter,1,0,0,51,0.9803921568627451
singlish-test/220.wav,143,just when you think youve seen it all the internet just keeps on giving,just when you think you've seen it all the intimate jest keeps on giving,2,1,4,71,0.9014084507042254
singlish-test/221.wav,136,i thought it might be nice to see familiar faces when you come home,i thought it might be nice to see familiar faces when you come home,0,0,0,67,1.0
singlish-test/222.wav,170,not all oil market indicators pointed to on going price rises however,not all oil market indicators pointed to ongoing price rices however,0,1,1,69,0.9710144927536232
singlish-test/223.wav,109,at least one gym here offers such classes,at least one jeam here offers such classes,1,0,2,41,0.926829268292683
singlish-test/224.wav,113,but those are simply excuses you want to be true,but those are simply excuses you want to be true,0,0,0,48,1.0
singlish-test/225.wav,120,demand for fixed rate loans remains stable,the man for fix rate loans remained stable,3,3,2,42,0.8095238095238095
singlish-test/226.wav,96,as the photos are extremely graphic,as the foldosas extremely craffic,0,2,8,35,0.7142857142857143
singlish-test/227.wav,130,he also stressed that the job market has to reward these skills,he also stries that the john macket has to reward these skilles,3,3,2,63,0.873015873015873
singlish-test/228.wav,164,in this partnership we will make sure that the research is very focused and applied,in this futness ship we will make sure that the research is very focous and applied,3,3,3,83,0.891566265060241
singlish-test/229.wav,165,according to indonesian government resources china appears to have the edge,according to indonation government resources china appears to have the age,0,1,4,75,0.9333333333333333
singlish-test/230.wav,161,insufficient and poor quality of sleep appear to be pervasive during adolescence,insufficient and full quality of sleep appeared to be pervasive during a dollacince,3,0,7,80,0.875
singlish-test/231.wav,166,it stirred fears that the first unmanned train line was not safe,it stirred firce that the first unmained train line was not safe,0,0,5,64,0.921875
singlish-test/232.wav,175,i can create new shapes and silhouettes but to be honest i dont think that will work for men,i can create new shapes and siluates but to be honest i don't think that will work for men,1,3,1,92,0.9456521739130435
singlish-test/233.wav,200,its stock has trailed rivals significantly over the past two years reflecting its weaker outlook,its tock has trilled rivals significantly over the past two years reflecting its weaker outlook,0,1,2,96,0.96875
singlish-test/234.wav,101,and there was an animal keeper but he did nothing,and there was an animal keeper but he did nothing,0,0,0,49,1.0
singlish-test/235.wav,154,the two men then forced a taxi driver to give up his vehicle and they escaped in it,the two men then forced a taxy driver to give up his vehicle and the escaped in it,0,1,1,83,0.9759036144578314
singlish-test/236.wav,124,this is the highest honour we can give to one who gave his all,this is the highest honour we can give to one who gave his all,0,0,0,62,1.0
singlish-test/237.wav,98,to know more about this years budget click here,to know more bout this year's badge cleck here,1,2,2,47,0.8936170212765957
singlish-test/238.wav,102,his youngest child is just a year old,his youngest child is just a year oll,0,0,1,37,0.972972972972973
singlish-test/239.wav,194,losses have been labelled legacy issues despite most of them present during the occurrences,losses have been labeled legacy esious disfind most of them present during the occurences,1,3,6,91,0.8901098901098901
singlish-test/240.wav,151,but were not sitting on our laurels and were not taking things for granted,but we're not sitting on our laurels and we're not taking things for granted,2,0,0,74,0.972972972972973
singlish-test/241.wav,199,expert says it would be difficult and costly but not impossible to locate the missing plane,expert says it would be difficult and costly but not impossible to locate the missing plane,0,0,0,91,1.0
singlish-test/242.wav,187,empowering volunteers to issue summonses to litterbugs is one way to police litterbugs,and powering volunteers to issues summonses to little box is one way to pullys little bax,5,2,12,86,0.7790697674418605
singlish-test/243.wav,146,he holds the key levers of state power entrusted by the people,he holds the key levers of state power entrusted by the people,0,0,0,62,1.0
singlish-test/244.wav,145,he noted that a falling tree may also cause collateral damage,he notes that the falling tree may also calls colatral damage,3,3,3,61,0.8524590163934426
singlish-test/245.wav,190,interestingly he observes they all tie back to the tricky issue of the rising cost of living here,interestingly he observes the alti back to the tricky issue of the rising cass of living here,0,4,2,97,0.9381443298969072
singlish-test/246.wav,116,it opened to the public on friday and ends today,it opened to the pabli on friday and ends to day,1,1,1,48,0.9375
singlish-test/247.wav,126,a police spokesman say investigations are under way,a phillise forksman said investigations are un the way,5,2,7,51,0.7254901960784313
singlish-test/248.wav,110,but overall its seven applicants to one flat,but over all its seven epplicants to one flat,1,0,1,44,0.9545454545454546
singlish-test/249.wav,79,do they still taste the same ah,do day still taste the same hat,1,1,3,31,0.8387096774193549
singlish-test/250.wav,206,the second top concern was further interest rate hikes followed by rising uncertainly in politics,the second top concern was further interest rate hights followed by rising uncertainly in useals politics,8,0,2,97,0.8969072164948454
singlish-test/251.wav,171,natural ventilation and lighting will also be used to attain sustainability,natural ventilation and lighting will always  be used to attain sustainability,3,0,1,75,0.9466666666666667
singlish-test/252.wav,199,on what happened that day the attendant only say that the situation was quite chaotic,on what happened that day the attendant only say that the situation was quite chaotic,0,0,0,85,1.0
singlish-test/253.wav,146,so this morning before the ceremony began at parliament house we had a few minutes,so this morning before the ceremony began at puliment house we had a few minutes,0,2,1,82,0.9634146341463414
singlish-test/254.wav,154,one of the sure signs of rising prosperity is an increase in the number of tourists,one of the sure signs of rising prosperities and increas in the number of touries,1,3,3,83,0.9156626506024096
singlish-test/255.wav,97,court processes can also be shortened,cod processes can also be shortened,0,2,1,37,0.918918918918919
singlish-test/256.wav,102,click on the button below to register your interest,click on the button billaw to register your interests,2,0,2,51,0.9215686274509803
singlish-test/257.wav,122,give me an example of this in the case of single parents,give me an example of thise in the case of single parents,1,0,0,56,0.9821428571428571
singlish-test/258.wav,100,we are getting old and are very tired,we're getting old and 're very tired,0,1,2,37,0.918918918918919
singlish-test/259.wav,163,anyone who pulls the organisation in new directions must look inward as well outward,anyone who pulls the organization in new directions must look inward as well outward,0,0,1,84,0.9880952380952381
