Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
2193,/content/drive/MyDrive/singlish/train/184.wav,driven by his love for food he picked up cooking and worked his way up the culinary ladder,184,driven by his love for food he picked up cooking and worked his way up the culinary ladder,0,0,0,90,1.0
2179,/content/drive/MyDrive/singlish/train/185.wav,but do not mistake her for a tomboy,185,but do not mistake her for a tomboy,0,0,0,35,1.0
2197,/content/drive/MyDrive/singlish/train/186.wav,but not all is barren on the water front,186,but not all is barren on the water front,0,0,0,40,1.0
2212,/content/drive/MyDrive/singlish/train/187.wav,numerous projects are currently in the pipeline,187,numerous projects are currently in the pipeline,0,0,0,47,1.0
2201,/content/drive/MyDrive/singlish/train/188.wav,she was conscienious in recording all her expenditures into the budget notebook that we provided,188,she was conscientious in recording all her expenditures into the budget notebook that we provided,0,1,0,97,0.9896907216494846
2194,/content/drive/MyDrive/singlish/train/189.wav,motorcycle premium was the only exception,189,motorcycle premium was the only exception,0,0,0,41,1.0
2190,/content/drive/MyDrive/singlish/train/190.wav,but he has five years less experience that he otherwise would have had,190,but he has five years less experience that he otherwise would have had,0,0,0,70,1.0
2209,/content/drive/MyDrive/singlish/train/191.wav,but receivers of bad gifts positively evaluated the thought behind them,191,but receivers of bad gifts positively evaluated the thought behind them,0,0,0,71,1.0
2202,/content/drive/MyDrive/singlish/train/192.wav,he also mentioned that doctor lee proposed to build a memorial garden in the university,192,he also mentioned that doctor lee proposed to build a memorial garden in the university,0,0,0,87,1.0
2188,/content/drive/MyDrive/singlish/train/193.wav,hold the lift door open so youll share a lift with someone from your block,193,hold the lift door open so youll share a lift with someone from your block,0,0,0,74,1.0
2182,/content/drive/MyDrive/singlish/train/194.wav,just dont be fake news though,194,just dont be fake news though,0,0,0,29,1.0
2187,/content/drive/MyDrive/singlish/train/195.wav,private hospitals should develop the systems and relationships to facilitate this,195,private hospitals should develop the systems and relationships to facilitate this,0,0,0,81,1.0
2186,/content/drive/MyDrive/singlish/train/196.wav,in other matters such consultation is optional,196,in other matters such consultation is optional,0,0,0,46,1.0
2191,/content/drive/MyDrive/singlish/train/197.wav,equality is an inspiration not a,197,equality is an inspiration not a,0,0,0,32,1.0
2184,/content/drive/MyDrive/singlish/train/198.wav,and it isnt only in the diplomatic world that mister lee made an impact,198,and it isnt only in the diplomatic world that mister lee made an impact,0,0,0,71,1.0
2199,/content/drive/MyDrive/singlish/train/199.wav,get outside we live in a beautiful world,199,get outside we live in a beautiful world,0,0,0,40,1.0
2189,/content/drive/MyDrive/singlish/train/200.wav,but her family allows them to do so only if they are lest they fall down,200,but her family allows them to do so only if they are lest they fall down,0,0,0,72,1.0
2206,/content/drive/MyDrive/singlish/train/201.wav,the wards are tenable for a maximum period of three years subject to annual renewal,201,the awards are tenable for a maximum period of three years subject to annual renewal,0,1,0,84,0.9880952380952381
2181,/content/drive/MyDrive/singlish/train/202.wav,hemp seed is also one of the fundamental herbs in traditional chinese medicine,202,hemp seed is also one of the fundamental herbs in traditional chinese medicine,0,0,0,78,1.0
2210,/content/drive/MyDrive/singlish/train/203.wav,her surgical wound has healed and no longer requires dressing change,203,her surgical wound has healed and no longer requires dressing change,0,0,0,68,1.0
2204,/content/drive/MyDrive/singlish/train/204.wav,starting next tuesday five job fairs will be held across the island every two to three months,204,starting next tuesday five job fairs will be held across the island every two to three months,0,0,0,93,1.0
2178,/content/drive/MyDrive/singlish/train/205.wav,bladder training and medication to decrease bladder sensitivity can help to treat urge incontinence,205,bladder training and medication to decrease bladder sensitivity can help to treat urge incontinence,0,0,0,99,1.0
2205,/content/drive/MyDrive/singlish/train/206.wav,being overly spoilt and doting their only daughter,206,being overly spoilt and doting their only daughter,0,0,0,50,1.0
2211,/content/drive/MyDrive/singlish/train/207.wav,im very fond of history,207,im very fond of history,0,0,0,23,1.0
2207,/content/drive/MyDrive/singlish/train/208.wav,it is also a venue to showcase content and offers expertise from its community of filmmakers,208,it is also a venue to showcase content and offers expertise from its community of filmmakers,0,0,0,92,1.0
2196,/content/drive/MyDrive/singlish/train/209.wav,in between testing they were allowed to interact read study and watch movies,209,in between testing they were allowed to interact read study and watch movies,0,0,0,76,1.0
2198,/content/drive/MyDrive/singlish/train/210.wav,a lot of his policies even if they were unpopular were usually right,210,a lot of his policies even if they were unpopular were usually right,0,0,0,68,1.0
2183,/content/drive/MyDrive/singlish/train/211.wav,although the police waiting are drenched no one moved from their waiting spots,211,although the police waiting are drenched no one moved from their waiting spots,0,0,0,78,1.0
2180,/content/drive/MyDrive/singlish/train/212.wav,greater support is also in store for wives who former spouses default on maintenance payments,212,greater support is also in store for wives who former spouses default on maintenance payments,0,0,0,93,1.0
2192,/content/drive/MyDrive/singlish/train/213.wav,i thought shes a more neutral party even though she is friend with x x,213,i thought shes a more neutral party even though she is friend with x x,0,0,0,70,1.0
2195,/content/drive/MyDrive/singlish/train/214.wav,resale prices for housing board blats recorded the slightest of falls last month,214,resale prices for housing board flats recorded the slightest of falls last month,0,0,1,80,0.9875
2200,/content/drive/MyDrive/singlish/train/215.wav,but i know who to call when i need help,215,but i know who to call when i need help,0,0,0,39,1.0
2294,/content/drive/MyDrive/singlish/train/216.wav,police officers were seen patrolling areas near foreign worker dormitories throughout the allda,216,police officers were seen patrolling areas near foreign worker dormitories throughout the all day,0,2,0,97,0.979381443298969
2224,/content/drive/MyDrive/singlish/train/217.wav,that was the highest coupon for the company and for real estate bonds with similar maturities,217,that was the highest coupon for the company and for real estate bonds with similar maturities,0,0,0,93,1.0
2266,/content/drive/MyDrive/singlish/train/218.wav,after climbing three storey she enter through a back door,218,after climbing three storey she enter through a back door,0,0,0,57,1.0
2353,/content/drive/MyDrive/singlish/train/219.wav,its very similar to the results we saw last quarter,219,its very similar to the results we saw last quarter,0,0,0,51,1.0
2328,/content/drive/MyDrive/singlish/train/220.wav,just when you think youve seen it all the internet just keeps on giving,220,just when you think youve seen it all the internet just keeps on giving,0,0,0,71,1.0
2220,/content/drive/MyDrive/singlish/train/221.wav,i thought it might be nice to see familiar faces when you come home,221,i thought it might be nice to see familiar faces when you come home,0,0,0,67,1.0
2218,/content/drive/MyDrive/singlish/train/222.wav,not all oil market indicators pointed to on going price rises however,222,not all oil market indicators pointed to on going price rises however,0,0,0,69,1.0
2265,/content/drive/MyDrive/singlish/train/223.wav,at least one gym here offers such classes,223,at least one gym here offers such classes,0,0,0,41,1.0
2339,/content/drive/MyDrive/singlish/train/224.wav,but those are simply excuses you want to be true,224,but those are simply excuses you want to be true,0,0,0,48,1.0
2240,/content/drive/MyDrive/singlish/train/225.wav,demand for fixed rate loans remains stable,225,demand for fixed rate loans remains stable,0,0,0,42,1.0
2263,/content/drive/MyDrive/singlish/train/226.wav,as the photos are extremely graphic,226,as the photos are extremely graphic,0,0,0,35,1.0
2273,/content/drive/MyDrive/singlish/train/227.wav,he also stressed that the job market has to reward these skills,227,he also stressed that the job market has to reward these skills,0,0,0,63,1.0
2247,/content/drive/MyDrive/singlish/train/228.wav,in this partnership we will make sure that the research is very focused and applied,228,in this partnership we will make sure that the research is very focused and applied,0,0,0,83,1.0
2241,/content/drive/MyDrive/singlish/train/229.wav,according to indonesian government resources china appears to have the edge,229,according to indonesian government resources china appears to have the edge,0,0,0,75,1.0
2271,/content/drive/MyDrive/singlish/train/230.wav,insufficient and poor quality of sleep appear to be pervasive during adolescence,230,insufficient and poor quality of sleep appear to be pervasive during adolescence,0,0,0,80,1.0
2259,/content/drive/MyDrive/singlish/train/231.wav,it stirred fears that the first unmanned train line was not safe,231,it stirred fears that the first unmanned train line was not safe,0,0,0,64,1.0
2315,/content/drive/MyDrive/singlish/train/232.wav,i can create new shapes and silhouettes but to be honest i dont think that will work for men,232,i can create new shapes and silhouettes but to be honest i dont think that will work for men,0,0,0,92,1.0
2312,/content/drive/MyDrive/singlish/train/233.wav,its stock has trailed rivals significantly over the past two years reflecting its weaker outlook,233,its stock has trailed rivals significantly over the past two years reflecting its weaker outlook,0,0,0,96,1.0
2262,/content/drive/MyDrive/singlish/train/234.wav,and there was an animal keeper but he did nothing,234,and there was an animal keeper but he did nothing,0,0,0,49,1.0
2248,/content/drive/MyDrive/singlish/train/235.wav,the two men then forced a taxi driver to give up his vehicle and they escaped in it,235,the two men then forced a taxi driver to give up his vehicle and they escaped in it,0,0,0,83,1.0
2323,/content/drive/MyDrive/singlish/train/236.wav,this is the highest honour we can give to one who gave his all,236,this is the highest honour we can give to one who gave his all,0,0,0,62,1.0
